descriptor,variant,test_context,nearest_context,preference_name,transferred_beta,shadow_oracle_beta,exact,shadow_oracle_score,transferred_score,score_excess
v2,q10,rough_seed_28,rough_seed_20,wm020_ws040_we040,lm000_ls060_le040,lm000_ls100_le000,0,0.04801308248276392,0.7199522470827746,0.6719391646000107
v2,q10,rough_seed_28,rough_seed_20,wm020_ws020_we060,lm060_ls020_le020,lm000_ls100_le000,0,0.05560945241187999,1.698777922385839,1.643168469973959
v2,q10,rough_seed_28,rough_seed_20,wm020_ws000_we080,lm060_ls020_le020,lm000_ls100_le000,0,0.07398867866993786,2.2637775551981347,2.1897888765281968
v2,q10,rough_seed_28,rough_seed_20,wm000_ws100_we000,lm000_ls000_le100,lm000_ls100_le000,0,0.0,2.5748437936712496,2.5748437936712496
v2,q10,rough_seed_28,rough_seed_20,wm000_ws080_we020,lm000_ls040_le060,lm000_ls100_le000,0,0.018379226258057865,0.9379662985434409,0.9195870722853831
v2,q10,rough_seed_28,rough_seed_20,wm000_ws060_we040,lm000_ls040_le060,lm000_ls100_le000,0,0.03675845251611573,1.2913430699164348,1.254584617400319
v2,q10,rough_seed_28,rough_seed_20,wm000_ws040_we060,lm080_ls000_le020,lm000_ls080_le020,0,0.028913578680381483,1.8399593806855503,1.8110458020051687
v2,q10,rough_seed_28,rough_seed_20,wm000_ws020_we080,lm060_ls020_le020,lm000_ls080_le020,0,0.014456789340190741,2.2623282920546224,2.247871502714432
v2,q10,rough_seed_28,rough_seed_20,wm000_ws000_we100,lm060_ls020_le020,lm000_ls080_le020,0,0.0,2.827327924866918,2.827327924866918
v2,q10,rough_seed_28,rough_seed_20,balanced,lm000_ls060_le040,lm000_ls100_le000,0,0.0797185165759257,0.6241692378793008,0.5444507213033751
v2,q10,rough_seed_28,rough_seed_20,motion,lm080_ls000_le020,lm060_ls040_le000,0,0.09751813227584813,0.7076059306746226,0.6100877983987745
v2,q10,rough_seed_28,rough_seed_20,stability,lm000_ls040_le060,lm000_ls100_le000,0,0.03587333245916657,0.8231663466432492,0.7872930141840826
v2,q10,rough_seed_28,rough_seed_20,energy,lm060_ls020_le020,lm000_ls100_le000,0,0.06468112213148232,1.9809154230061088,1.9162343008746265
v2,q10,rough_seed_17,rough_seed_5,wm100_ws000_we000,lm000_ls100_le000,lm060_ls040_le000,0,0.0,0.16620916889500173,0.16620916889500173
v2,q10,rough_seed_17,rough_seed_5,wm080_ws020_we000,lm020_ls060_le020,lm100_ls000_le000,0,0.019121629258464168,0.4748092660140784,0.45568763675561424
v2,q10,rough_seed_17,rough_seed_5,wm080_ws000_we020,lm060_ls040_le000,lm100_ls000_le000,0,0.054388377686413254,0.20159016941577046,0.1472017917293572
v2,q10,rough_seed_17,rough_seed_5,wm060_ws040_we000,lm060_ls020_le020,lm100_ls000_le000,0,0.03823813499831846,0.34033983538381674,0.3021017003854983
v2,q10,rough_seed_17,rough_seed_5,wm060_ws020_we020,lm020_ls060_le020,lm100_ls000_le000,0,0.05457663546233065,0.3566069495105588,0.30203031404822817
v2,q10,rough_seed_17,rough_seed_5,wm060_ws000_we040,lm080_ls020_le000,lm100_ls000_le000,0,0.10877163185421664,0.3389200244561494,0.23014839260193276
v2,q10,rough_seed_17,rough_seed_5,wm040_ws060_we000,lm060_ls020_le020,lm100_ls000_le000,0,0.05735464073817274,0.41583347290690803,0.3584788321687353
v2,q10,rough_seed_17,rough_seed_5,wm040_ws040_we020,lm060_ls020_le020,lm100_ls000_le000,0,0.05476489323824804,0.27878182911505006,0.22401693587680202
v2,q10,rough_seed_17,rough_seed_5,wm040_ws020_we040,lm060_ls020_le020,lm100_ls000_le000,0,0.10895988963013403,0.22807160869984894,0.1191117190697149
v2,q10,rough_seed_17,rough_seed_5,wm040_ws000_we060,lm000_ls080_le020,lm100_ls000_le000,0,0.16315488602202,0.2536556343459841,0.0905007483239641
v2,q10,rough_seed_17,rough_seed_5,wm020_ws080_we000,lm020_ls040_le040,lm100_ls000_le000,0,0.07647114647802704,0.23564737505721203,0.159176228579185
v2,q10,rough_seed_17,rough_seed_5,wm020_ws060_we020,lm020_ls040_le040,lm100_ls000_le000,0,0.05789207424109953,0.21461059255248083,0.15671851831138128
v2,q10,rough_seed_17,rough_seed_5,wm020_ws040_we040,lm000_ls040_le060,lm100_ls000_le000,0,0.10914814740605142,0.9750819149662374,0.865933767560186
v2,q10,rough_seed_17,rough_seed_5,wm020_ws020_we060,lm060_ls020_le020,lm100_ls000_le000,0,0.1633431437979374,0.2499387719410162,0.0865956281430788
v2,q10,rough_seed_17,rough_seed_5,wm020_ws000_we080,lm020_ls060_le020,lm020_ls060_le020,1,0.11820231650351962,0.11820231650351962,0.0
v2,q10,rough_seed_17,rough_seed_5,wm000_ws100_we000,lm000_ls040_le060,lm060_ls000_le040,0,0.0,2.026374537004292,2.026374537004292
v2,q10,rough_seed_17,rough_seed_5,wm000_ws080_we020,lm000_ls040_le060,lm100_ls000_le000,0,0.07700857998095384,1.6258649746879197,1.5488563947069658
v2,q10,rough_seed_17,rough_seed_5,wm000_ws060_we040,lm000_ls040_le060,lm100_ls000_le000,0,0.10933640518196881,1.225355412371547,1.1160190071895784
v2,q10,rough_seed_17,rough_seed_5,wm000_ws040_we060,lm060_ls020_le020,lm100_ls000_le000,0,0.1635314015738548,0.27818677793342755,0.11465537635957276
v2,q10,rough_seed_17,rough_seed_5,wm000_ws020_we080,lm060_ls020_le020,lm020_ls060_le020,0,0.202,0.3313110533444367,0.1293110533444367
v2,q10,rough_seed_17,rough_seed_5,wm000_ws000_we100,lm020_ls060_le020,lm020_ls060_le020,1,0.0,0.0,0.0
v2,q10,rough_seed_17,rough_seed_5,balanced,lm060_ls020_le020,lm100_ls000_le000,0,0.09095764342481116,0.23299877265416033,0.14204112922934917
v2,q10,rough_seed_17,rough_seed_5,motion,lm100_ls000_le000,lm100_ls000_le000,1,0.040933757476400455,0.040933757476400455,0.0
v2,q10,rough_seed_17,rough_seed_5,stability,lm020_ls040_le040,lm100_ls000_le000,0,0.06731596873529497,0.2074212466506062,0.14010527791531124
v2,q10,rough_seed_17,rough_seed_5,energy,lm060_ls020_le020,lm020_ls060_le020,0,0.15237773997403603,0.2905622102859796,0.13818447031194359
v2,q25,rough_seed_13,rough_seed_18,wm100_ws000_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.0,0.2552291007542472,0.2552291007542472
v2,q25,rough_seed_13,rough_seed_18,wm080_ws020_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.1072576846278984,0.20425919712351995,0.09700151249562154
v2,q25,rough_seed_13,rough_seed_18,wm080_ws000_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.1438770625572425,0.20580210013591646,0.06192503757867396
v2,q25,rough_seed_13,rough_seed_18,wm060_ws040_we000,lm000_ls100_le000,lm040_ls060_le000,0,0.12927293943228274,0.15328929349279266,0.02401635406050992
v2,q25,rough_seed_13,rough_seed_18,wm060_ws020_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.1447740629231317,0.1650929017842347,0.020318838861103
v2,q25,rough_seed_13,rough_seed_18,wm060_ws000_we040,lm000_ls100_le000,lm020_ls060_le020,0,0.2618352378713939,0.3285177580484969,0.06668252017710302
v2,q25,rough_seed_13,rough_seed_18,wm040_ws060_we000,lm000_ls100_le000,lm040_ls060_le000,0,0.08618195962152184,0.10231938986206536,0.016137430240543524
v2,q25,rough_seed_13,rough_seed_18,wm040_ws040_we020,lm000_ls100_le000,lm040_ls060_le000,0,0.15610220709746428,0.16466341414444746,0.008561207046983182
v2,q25,rough_seed_13,rough_seed_18,wm040_ws020_we040,lm000_ls100_le000,lm040_ls020_le040,0,0.21776439638815032,0.32808827040870964,0.11032387402055932
v2,q25,rough_seed_13,rough_seed_18,wm040_ws000_we060,lm000_ls100_le000,lm060_ls000_le040,0,0.2248266004422157,0.49151312667297176,0.26668652623075606
v2,q25,rough_seed_13,rough_seed_18,wm020_ws080_we000,lm000_ls100_le000,lm040_ls060_le000,0,0.04309097981076092,0.051349486231338066,0.008258506420577148
v2,q25,rough_seed_13,rough_seed_18,wm020_ws060_we020,lm000_ls100_le000,lm040_ls060_le000,0,0.1556755637330013,0.1642339265046602,0.008558362771658917
v2,q25,rough_seed_13,rough_seed_18,wm020_ws040_we040,lm000_ls100_le000,lm020_ls000_le080,0,0.20263637541512522,0.3276587827689224,0.1250224073537972
v2,q25,rough_seed_13,rough_seed_18,wm020_ws020_we060,lm000_ls100_le000,lm040_ls000_le060,0,0.14776604966765258,0.4910836390331845,0.3433175893655319
v2,q25,rough_seed_13,rough_seed_18,wm020_ws000_we080,lm000_ls100_le000,lm040_ls000_le060,0,0.13532190971765484,0.6545084952974468,0.5191865855797919
v2,q25,rough_seed_13,rough_seed_18,wm000_ws100_we000,lm040_ls040_le020,lm040_ls060_le000,0,0.0,1.054620372950073,1.054620372950073
v2,q25,rough_seed_13,rough_seed_18,wm000_ws080_we020,lm000_ls100_le000,lm020_ls000_le080,0,0.12608753011067786,0.16380443886487295,0.03771690875419509
v2,q25,rough_seed_13,rough_seed_18,wm000_ws060_we040,lm000_ls100_le000,lm020_ls000_le080,0,0.09457327879809715,0.3272292951291352,0.23265601633103802
v2,q25,rough_seed_13,rough_seed_18,wm000_ws040_we060,lm000_ls100_le000,lm020_ls000_le080,0,0.06305902748551644,0.49065415139339724,0.4275951239078808
v2,q25,rough_seed_13,rough_seed_18,wm000_ws020_we080,lm000_ls100_le000,lm020_ls000_le080,0,0.03154477617293572,0.6540790076576596,0.6225342314847239
v2,q25,rough_seed_13,rough_seed_18,wm000_ws000_we100,lm000_ls100_le000,lm040_ls000_le060,0,0.0,0.8175038639219216,0.8175038639219216
v2,q25,rough_seed_13,rough_seed_18,balanced,lm000_ls100_le000,lm080_ls020_le000,0,0.2407611954219468,0.27347015577402645,0.03270896035207965
v2,q25,rough_seed_13,rough_seed_18,motion,lm000_ls100_le000,lm080_ls020_le000,0,0.10877888823607601,0.17993142256745365,0.07115253433137764
v2,q25,rough_seed_13,rough_seed_18,stability,lm000_ls100_le000,lm040_ls060_le000,0,0.11675667279975097,0.12327034052864783,0.00651366772889686
v2,q25,rough_seed_13,rough_seed_18,energy,lm000_ls100_le000,lm040_ls000_le060,0,0.11082453725073943,0.5726886952553688,0.4618641580046294
v2,q25,rough_seed_7,rough_seed_10,wm100_ws000_we000,lm060_ls040_le000,lm100_ls000_le000,0,0.0,0.05401712236914727,0.05401712236914727
v2,q25,rough_seed_7,rough_seed_10,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0800047950810735,0.0800047950810735,0.0
v2,q25,rough_seed_7,rough_seed_10,wm080_ws000_we020,lm100_ls000_le000,lm000_ls100_le000,0,0.13792513460456318,0.15589464010807672,0.017969505503513533
v2,q25,rough_seed_7,rough_seed_10,wm060_ws040_we000,lm080_ls000_le020,lm080_ls020_le000,0,0.15957924677669388,0.42680119533587574,0.26722194855918185
v2,q25,rough_seed_7,rough_seed_10,wm060_ws020_we020,lm080_ls020_le000,lm000_ls100_le000,0,0.13855825830360913,0.20304692405476407,0.06448866575115494
v2,q25,rough_seed_7,rough_seed_10,wm060_ws000_we040,lm080_ls020_le000,lm040_ls040_le020,0,0.19151342886230452,0.4042582060312719,0.21274477716896736
v2,q25,rough_seed_7,rough_seed_10,wm040_ws060_we000,lm020_ls040_le040,lm080_ls020_le000,0,0.23915369847231424,0.5512641654691575,0.3121104669968432
v2,q25,rough_seed_7,rough_seed_10,wm040_ws040_we020,lm060_ls020_le020,lm020_ls080_le000,0,0.18407690973964297,0.4061372063760146,0.2220602966363716
v2,q25,rough_seed_7,rough_seed_10,wm040_ws020_we040,lm080_ls020_le000,lm040_ls020_le040,0,0.18335006280574745,0.40496085537767346,0.221610792571926
v2,q25,rough_seed_7,rough_seed_10,wm040_ws000_we060,lm080_ls020_le000,lm040_ls020_le040,0,0.18218737676117047,0.6061721373541812,0.4239847605930107
v2,q25,rough_seed_7,rough_seed_10,wm020_ws080_we000,lm040_ls000_le060,lm000_ls060_le040,0,0.193752997998557,0.5914328492713202,0.39767985127276323
v2,q25,rough_seed_7,rough_seed_10,wm020_ws060_we020,lm040_ls000_le060,lm000_ls060_le040,0,0.14662411497341107,0.4453510096265524,0.2987268946531413
v2,q25,rough_seed_7,rough_seed_10,wm020_ws040_we040,lm060_ls020_le020,lm000_ls040_le060,0,0.193157007511989,0.40771239705801327,0.21455538954602427
v2,q25,rough_seed_7,rough_seed_10,wm020_ws020_we060,lm060_ls020_le020,lm040_ls020_le040,0,0.17038578739111646,0.5479213965079006,0.3775356091167842
v2,q25,rough_seed_7,rough_seed_10,wm020_ws000_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.202,0.8080860686770907,0.6060860686770906
v2,q25,rough_seed_7,rough_seed_10,wm000_ws100_we000,lm000_ls000_le100,lm020_ls020_le060,0,0.0,0.8239371052500434,0.8239371052500434
v2,q25,rough_seed_7,rough_seed_10,wm000_ws080_we020,lm040_ls000_le060,lm020_ls020_le060,0,0.0,0.5914548634843438,0.5914548634843438
v2,q25,rough_seed_7,rough_seed_10,wm000_ws060_we040,lm020_ls040_le040,lm020_ls020_le060,0,0.0,0.5508988295960113,0.5508988295960113
v2,q25,rough_seed_7,rough_seed_10,wm000_ws040_we060,lm060_ls020_le020,lm020_ls020_le060,0,0.0,0.5496950386822334,0.5496950386822334
v2,q25,rough_seed_7,rough_seed_10,wm000_ws020_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.0,0.8087887180234923,0.8087887180234923
v2,q25,rough_seed_7,rough_seed_10,wm000_ws000_we100,lm080_ls020_le000,lm020_ls020_le060,0,0.0,1.01,1.01
v2,q25,rough_seed_7,rough_seed_10,balanced,lm060_ls020_le020,lm000_ls060_le040,0,0.22386239429317928,0.3399484865584208,0.11608609226524153
v2,q25,rough_seed_7,rough_seed_10,motion,lm080_ls020_le000,lm000_ls100_le000,0,0.11065640030868305,0.15239277888743633,0.04173637857875327
v2,q25,rough_seed_7,rough_seed_10,stability,lm040_ls000_le060,lm020_ls020_le060,0,0.1515,0.5183974330021922,0.36689743300219224
v2,q25,rough_seed_7,rough_seed_10,energy,lm080_ls020_le000,lm020_ls020_le060,0,0.1515,0.7076560900254371,0.5561560900254371
v2,q25,rough_seed_15,rough_seed_8,wm100_ws000_we000,lm080_ls020_le000,lm040_ls060_le000,0,0.0,0.1193862776990456,0.1193862776990456
v2,q25,rough_seed_15,rough_seed_8,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0962897550200626,0.0962897550200626,0.0
v2,q25,rough_seed_15,rough_seed_8,wm080_ws000_we020,lm100_ls000_le000,lm020_ls060_le020,0,0.05259529022903838,0.1203603346357209,0.06776504440668252
v2,q25,rough_seed_15,rough_seed_8,wm060_ws040_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.13357670966840973,0.1584172632989503,0.02484055363054058
v2,q25,rough_seed_15,rough_seed_8,wm060_ws020_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.0989941531530156,0.10300095236783628,0.0040067992148206805
v2,q25,rough_seed_15,rough_seed_8,wm060_ws000_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.10375638555318287,0.20841480839951776,0.10465842284633489
v2,q25,rough_seed_15,rough_seed_8,wm040_ws060_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.19963632702685763,0.2370348737716975,0.03739854674483986
v2,q25,rough_seed_15,rough_seed_8,wm040_ws040_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.13425019216796522,0.15918591417573377,0.024935722007768557
v2,q25,rough_seed_15,rough_seed_8,wm040_ws020_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.11883651661357011,0.20886445301360498,0.09002793640003487
v2,q25,rough_seed_15,rough_seed_8,wm040_ws000_we060,lm100_ls000_le000,lm000_ls080_le020,0,0.06917092370212191,0.3118837660338696,0.24271284233174767
v2,q25,rough_seed_15,rough_seed_8,wm020_ws080_we000,lm080_ls020_le000,lm000_ls060_le040,0,0.16906897526761827,0.31565248424444475,0.14658350897682648
v2,q25,rough_seed_15,rough_seed_8,wm020_ws060_we020,lm080_ls020_le000,lm020_ls040_le040,0,0.13665082942840379,0.23780352464848092,0.10115269522007714
v2,q25,rough_seed_15,rough_seed_8,wm020_ws040_we040,lm040_ls060_le000,lm060_ls040_le000,0,0.19653083135451732,0.21558916601836708,0.019058334663849763
v2,q25,rough_seed_15,rough_seed_8,wm020_ws020_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.11849408629821308,0.29236195494282713,0.17386786864461407
v2,q25,rough_seed_15,rough_seed_8,wm020_ws000_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.034585461851060956,0.388405600874172,0.35382013902311105
v2,q25,rough_seed_15,rough_seed_8,wm000_ws100_we000,lm080_ls020_le000,lm000_ls040_le060,0,0.0,0.39427009471719193,0.39427009471719193
v2,q25,rough_seed_15,rough_seed_8,wm000_ws080_we020,lm080_ls020_le000,lm000_ls040_le060,0,0.0837719963357539,0.3164211351212282,0.23264913878547433
v2,q25,rough_seed_15,rough_seed_8,wm000_ws060_we040,lm080_ls020_le000,lm000_ls040_le060,0,0.1675439926715078,0.23857217552526436,0.07102818285375656
v2,q25,rough_seed_15,rough_seed_8,wm000_ws040_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.23630331196571208,0.29341970923002536,0.05711639726431328
v2,q25,rough_seed_15,rough_seed_8,wm000_ws020_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.11815165598285604,0.38946335516137015,0.2713116991785141
v2,q25,rough_seed_15,rough_seed_8,wm000_ws000_we100,lm040_ls060_le000,lm000_ls080_le020,0,0.0,0.4855070010927149,0.4855070010927149
v2,q25,rough_seed_15,rough_seed_8,balanced,lm040_ls060_le000,lm060_ls040_le000,0,0.16401860528735004,0.1796576383486392,0.015639033061289165
v2,q25,rough_seed_15,rough_seed_8,motion,lm080_ls020_le000,lm040_ls060_le000,0,0.08084593725688764,0.08490973854555747,0.00406380128866983
v2,q25,rough_seed_15,rough_seed_8,stability,lm080_ls020_le000,lm000_ls040_le060,0,0.15212206927972094,0.27692016716565865,0.12479809788593771
v2,q25,rough_seed_15,rough_seed_8,energy,lm040_ls060_le000,lm000_ls080_le020,0,0.08887056472365981,0.340648216480299,0.25177765175663924
v2,q25,rough_seed_0,rough_seed_17,wm100_ws000_we000,lm060_ls040_le000,lm080_ls020_le000,0,0.0,0.09024376691188865,0.09024376691188865
v2,q25,rough_seed_0,rough_seed_17,wm080_ws020_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.1321155908798785,0.1321155908798785,0.0
v2,q25,rough_seed_0,rough_seed_17,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0,0.07240453062202368,0.08495760887929187,0.012553078257268188
v2,q25,rough_seed_0,rough_seed_17,wm060_ws040_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.26317972620432023,0.26317972620432023,0.0
v2,q25,rough_seed_0,rough_seed_17,wm060_ws020_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.13190529976879115,0.13190529976879115,0.0
v2,q25,rough_seed_0,rough_seed_17,wm060_ws000_we040,lm100_ls000_le000,lm060_ls040_le000,0,0.0545652943321587,0.0637182066594689,0.009152912327310199
v2,q25,rough_seed_0,rough_seed_17,wm040_ws060_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.2718203446830262,0.3942438615287619,0.12242351684573571
v2,q25,rough_seed_0,rough_seed_17,wm040_ws040_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.26296943509323284,0.26296943509323284,0.0
v2,q25,rough_seed_0,rough_seed_17,wm040_ws020_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.13169500865770378,0.13169500865770378,0.0
v2,q25,rough_seed_0,rough_seed_17,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.04247880443964593,0.04247880443964593,0.0
v2,q25,rough_seed_0,rough_seed_17,wm020_ws080_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.1364945676812423,0.5253079968532036,0.3888134291719613
v2,q25,rough_seed_0,rough_seed_17,wm020_ws060_we020,lm100_ls000_le000,lm000_ls060_le040,0,0.14786028400704418,0.39403357041767456,0.24617328641063038
v2,q25,rough_seed_0,rough_seed_17,wm020_ws040_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.2039002745098202,0.2627591439821455,0.0588588694723253
v2,q25,rough_seed_0,rough_seed_17,wm020_ws020_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.13148471754661642,0.13148471754661642,0.0
v2,q25,rough_seed_0,rough_seed_17,wm020_ws000_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.021239402219822966,0.15579260131820505,0.1345531990983821
v2,q25,rough_seed_0,rough_seed_17,wm000_ws100_we000,lm060_ls000_le040,lm000_ls040_le060,0,0.0,0.11804785862529794,0.11804785862529794
v2,q25,rough_seed_0,rough_seed_17,wm000_ws080_we020,lm100_ls000_le000,lm000_ls040_le060,0,0.09596386274592054,0.5250977057421163,0.4291338429961958
v2,q25,rough_seed_0,rough_seed_17,wm000_ws060_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.1919277254918411,0.39382327930658717,0.20189555381474608
v2,q25,rough_seed_0,rough_seed_17,wm000_ws040_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.26254885287105817,0.26254885287105817,0.0
v2,q25,rough_seed_0,rough_seed_17,wm000_ws020_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.13127442643552908,0.1612261890724971,0.029951762636968027
v2,q25,rough_seed_0,rough_seed_17,wm000_ws000_we100,lm020_ls060_le020,lm100_ls000_le000,0,0.0,0.19360732621848759,0.19360732621848759
v2,q25,rough_seed_0,rough_seed_17,balanced,lm100_ls000_le000,lm100_ls000_le000,1,0.21914119591102738,0.21914119591102738,0.0
v2,q25,rough_seed_0,rough_seed_17,motion,lm100_ls000_le000,lm100_ls000_le000,1,0.09919183871545255,0.09919183871545255,0.0
v2,q25,rough_seed_0,rough_seed_17,stability,lm100_ls000_le000,lm000_ls060_le040,0,0.11102447170949731,0.45961821085766724,0.34859373914816993
v2,q25,rough_seed_0,rough_seed_17,energy,lm020_ls060_le020,lm100_ls000_le000,0,0.09861353815996232,0.13739102023696173,0.03877748207699941
v2,q25,rough_seed_5,rough_seed_20,wm100_ws000_we000,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.07993338923685919,0.07993338923685919
v2,q25,rough_seed_5,rough_seed_20,wm080_ws020_we000,lm080_ls000_le020,lm020_ls060_le020,0,0.1417892183131797,0.27443644792944527,0.13264722961626557
v2,q25,rough_seed_5,rough_seed_20,wm080_ws000_we020,lm060_ls020_le020,lm060_ls040_le000,0,0.02538358769848591,0.22367514155563617,0.19829155385715025
v2,q25,rough_seed_5,rough_seed_20,wm060_ws040_we000,lm000_ls060_le040,lm060_ls020_le020,0,0.24392489939300094,0.5582458178713383,0.3143209184783374
v2,q25,rough_seed_5,rough_seed_20,wm060_ws020_we020,lm080_ls000_le020,lm020_ls060_le020,0,0.14147579821119285,0.20640353105376452,0.06492773284257167
v2,q25,rough_seed_5,rough_seed_20,wm060_ws000_we040,lm060_ls020_le020,lm080_ls020_le000,0,0.04674099175401099,0.16804512044794367,0.12130412869393269
v2,q25,rough_seed_5,rough_seed_20,wm040_ws060_we000,lm060_ls000_le040,lm060_ls020_le020,0,0.3645046502644354,0.39038708194951255,0.025882431685077145
v2,q25,rough_seed_5,rough_seed_20,wm040_ws040_we020,lm040_ls020_le040,lm060_ls020_le020,0,0.2436028312879478,0.38907709013348174,0.14547425884553394
v2,q25,rough_seed_5,rough_seed_20,wm040_ws020_we040,lm060_ls020_le020,lm060_ls020_le020,1,0.12270101231146018,0.12270101231146018,0.0
v2,q25,rough_seed_5,rough_seed_20,wm040_ws000_we060,lm060_ls020_le020,lm000_ls080_le020,0,0.04853432683236005,0.1124150993402512,0.06388077250789115
v2,q25,rough_seed_5,rough_seed_20,wm020_ws080_we000,lm020_ls020_le060,lm020_ls040_le040,0,0.18563973238387022,0.20294546926225,0.017305736878379774
v2,q25,rough_seed_5,rough_seed_20,wm020_ws060_we020,lm000_ls040_le060,lm020_ls040_le040,0,0.1868755992148271,0.2029422784832257,0.01606667926839861
v2,q25,rough_seed_5,rough_seed_20,wm020_ws040_we040,lm000_ls060_le040,lm000_ls040_le060,0,0.20388455696645139,0.4062619843559012,0.20237742738944983
v2,q25,rough_seed_5,rough_seed_20,wm020_ws020_we060,lm060_ls020_le020,lm060_ls020_le020,1,0.12237894420640703,0.12237894420640703,0.0
v2,q25,rough_seed_5,rough_seed_20,wm020_ws000_we080,lm060_ls020_le020,lm020_ls060_le020,0,0.031655430300672395,0.09388169521922028,0.06222626491854789
v2,q25,rough_seed_5,rough_seed_20,wm000_ws100_we000,lm000_ls000_le100,lm000_ls040_le060,0,0.0,0.18069268083781717,0.18069268083781717
v2,q25,rough_seed_5,rough_seed_20,wm000_ws080_we020,lm000_ls040_le060,lm000_ls040_le060,1,0.0951701268057946,0.0951701268057946,0.0
v2,q25,rough_seed_5,rough_seed_20,wm000_ws060_we040,lm000_ls040_le060,lm000_ls040_le060,1,0.1903402536115892,0.1903402536115892,0.0
v2,q25,rough_seed_5,rough_seed_20,wm000_ws040_we060,lm080_ls000_le020,lm060_ls020_le020,0,0.2429586950778415,0.2543950464743043,0.011436351396462763
v2,q25,rough_seed_5,rough_seed_20,wm000_ws020_we080,lm060_ls020_le020,lm060_ls020_le020,1,0.12205687610135389,0.12205687610135389,0.0
v2,q25,rough_seed_5,rough_seed_20,wm000_ws000_we100,lm060_ls020_le020,lm020_ls060_le020,0,0.0,0.11666076961149235,0.11666076961149235
v2,q25,rough_seed_5,rough_seed_20,balanced,lm000_ls060_le040,lm060_ls020_le020,0,0.2031948689274342,0.34008582535595366,0.13689095642851945
v2,q25,rough_seed_5,rough_seed_20,motion,lm080_ls000_le020,lm100_ls000_le000,0,0.10753027817181889,0.24017169904288022,0.13264142087106134
v2,q25,rough_seed_5,rough_seed_20,stability,lm000_ls040_le060,lm020_ls040_le040,0,0.14056170513887578,0.15220670886241927,0.01164500372354349
v2,q25,rough_seed_5,rough_seed_20,energy,lm060_ls020_le020,lm060_ls020_le020,1,0.09207297243602183,0.09207297243602183,0.0
v2,q25,rough_seed_11,rough_seed_4,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.07843691473384914,0.07843691473384914
v2,q25,rough_seed_11,rough_seed_4,wm080_ws020_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.199149075579005,0.6006519764004801,0.4015029008214751
v2,q25,rough_seed_11,rough_seed_4,wm080_ws000_we020,lm060_ls040_le000,lm100_ls000_le000,0,0.16078718640880146,0.17769300693392184,0.01690582052512038
v2,q25,rough_seed_11,rough_seed_4,wm060_ws040_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.39752154804183326,0.45052393093611415,0.053002382894280886
v2,q25,rough_seed_11,rough_seed_4,wm060_ws020_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.20060713008162176,0.45049597202751085,0.2498888419458891
v2,q25,rough_seed_11,rough_seed_4,wm060_ws000_we040,lm000_ls100_le000,lm100_ls000_le000,0,0.3215743728176029,0.45046801311890755,0.12889364030130462
v2,q25,rough_seed_11,rough_seed_4,wm040_ws060_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.2707208465861193,0.3003958854717482,0.029675038885628946
v2,q25,rough_seed_11,rough_seed_4,wm040_ws040_we020,lm000_ls100_le000,lm020_ls080_le000,0,0.2712168497671029,0.3003679265631449,0.029151076796042008
