context_index,context_id,group,terrain,seed,beta_name,beta_motion,beta_stability,beta_energy,feasible,strict_feasible,pareto_nondominated,good_candidate,cost_motion,cost_stability,cost_energy,motion_rank,stability_rank,energy_rank,episode_energy_abs_j,decision_time_s,roll_rms_rad,pitch_rms_rad,mean_applied_vx_mps
14,flat_train:flat:27114,flat_train,flat,27114,energy,0.15,0.15,0.7,True,True,True,True,0.2058177996438252,0.01154011984588695,0.5333034075361279,3,4,2,163.1155520005275,7.148000000000001,0.0037066271472728134,0.02812378620021389,0.21545220511300225
15,flat_train:flat:27115,flat_train,flat,27115,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.20313691726796257,0.011231403341328987,0.5368798356117361,2,2,3,159.5177359621856,6.954000000000002,0.003753419605499107,0.02774505812930714,0.21831363571040774
15,flat_train:flat:27115,flat_train,flat,27115,motion,0.7,0.15,0.15,True,True,True,True,0.19856969047869244,0.011209201391908272,0.543621534955964,1,1,4,161.52082966136248,6.962,0.0038270799528176565,0.02771762180179387,0.22243917558123086
15,flat_train:flat:27115,flat_train,flat,27115,stability,0.15,0.7,0.15,True,True,True,True,0.20830776305207352,0.011567663899946663,0.5279277547289308,4,4,1,161.47136116540756,7.168000000000002,0.003437873936790582,0.028157329076078395,0.2139686090392726
15,flat_train:flat:27115,flat_train,flat,27115,energy,0.15,0.15,0.7,True,True,True,True,0.20643330498022344,0.011462355140740569,0.5321067565457254,3,3,2,162.74954573825124,7.158,0.0036656852678054017,0.028028867702293094,0.21545330034834997
16,flat_train:flat:27116,flat_train,flat,27116,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2029698577960702,0.011415495762404134,0.5358428073680077,2,2,3,159.20961413194416,6.968000000000001,0.0036458956163267268,0.027971516730800765,0.21829250069225536
16,flat_train:flat:27116,flat_train,flat,27116,motion,0.7,0.15,0.15,True,True,True,True,0.19864074612357752,0.011147598932430539,0.5377098745329717,1,1,4,159.7643571252344,6.979999999999998,0.0037689727482883204,0.02764135285409735,0.22241872369366536
16,flat_train:flat:27116,flat_train,flat,27116,stability,0.15,0.7,0.15,True,True,True,True,0.20843107103799563,0.011515581602858404,0.5258374985649394,4,3,1,160.83203787739936,7.163999999999999,0.0034926434551903656,0.028093869669166174,0.21397086905581608
16,flat_train:flat:27116,flat_train,flat,27116,energy,0.15,0.15,0.7,True,True,True,True,0.20693989969954468,0.011519674417583605,0.5297673866003122,3,4,2,162.03402880251207,7.169999999999999,0.003652681376342496,0.02809886185203658,0.21542896490011898
17,flat_train:flat:27117,flat_train,flat,27117,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2031170081012406,0.011333191228952252,0.5368471043173095,2,2,3,159.50801084003402,6.95,0.003768462093633437,0.027870498536004786,0.21829798515228666
17,flat_train:flat:27117,flat_train,flat,27117,motion,0.7,0.15,0.15,True,True,True,True,0.19856032766351084,0.011188735855540864,0.5435178539779204,1,1,4,161.49002396931968,6.962000000000001,0.003826083934465695,0.02769230707048247,0.22244081865338722
17,flat_train:flat:27117,flat_train,flat,27117,stability,0.15,0.7,0.15,True,True,True,True,0.2084080524227939,0.011376305027443523,0.5287186003481877,4,3,1,161.71324827490167,7.153999999999999,0.003476300943796148,0.027923460739445807,0.21398497930594854
17,flat_train:flat:27117,flat_train,flat,27117,energy,0.15,0.15,0.7,True,True,True,True,0.20650600012789497,0.011492265555327915,0.5335824301082002,3,4,2,163.2008935157345,7.147999999999999,0.003704422110092169,0.02806541394170364,0.21545129865407944
18,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.20462128945075123,0.009825322868277425,0.5793831967885642,2,2,3,172.14633457212466,6.953999999999999,0.005222788860916446,0.025950279717661853,0.2188967320848914
18,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,motion,0.7,0.15,0.15,True,True,True,True,0.20083969493220918,0.009534826143187463,0.588925455449709,1,1,4,174.98153045139807,6.969999999999999,0.005583326994205066,0.025563776682315475,0.22304485953029468
18,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stability,0.15,0.7,0.15,True,True,True,True,0.20966806850134403,0.009991276654595453,0.5742064052531155,4,3,1,175.62609469873962,7.149999999999998,0.005241115732738941,0.02616851765321885,0.21468056299856733
18,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,energy,0.15,0.15,0.7,True,True,True,True,0.20830627989404676,0.01002611247089111,0.5775501856754942,3,4,2,176.64881943977346,7.160000000000003,0.005150230251177031,0.026214097562787978,0.21589046114257407
19,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.20529884103633927,0.010278273185378417,0.5802735532778973,2,4,3,172.41087729091726,6.944000000000002,0.00529182341032823,0.026541697949009648,0.21891312073258792
19,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,motion,0.7,0.15,0.15,True,True,True,True,0.20024531317122662,0.009318837823557066,0.5819514871584712,1,1,4,172.90942500302947,6.9399999999999995,0.0055051716153604125,0.02527257567277237,0.22307126053115905
19,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stability,0.15,0.7,0.15,True,True,True,True,0.20950777987520142,0.010149988625957437,0.5723677061472966,4,3,1,175.06371235621123,7.1599999999999975,0.005178425780614227,0.026375542667179796,0.2146801306945937
19,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,energy,0.15,0.15,0.7,True,True,True,True,0.20872931837893444,0.010064643397847418,0.5730427352006183,3,2,2,175.2701759472797,7.171999999999999,0.005158183813022506,0.026264420381151832,0.2158813754149846
20,low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.20453458363307475,0.010479060268557949,0.5767122995801454,2,4,3,171.35275759751315,6.952,0.005634559760014169,0.026799691528918743,0.21891479575458694
20,low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,motion,0.7,0.15,0.15,True,True,True,True,0.20094982996709695,0.00942427573209215,0.5907496814882871,1,1,4,175.52354448927986,6.962000000000002,0.005448559657192057,0.02541514652856206,0.22305745315902376
