context_id,group,terrain,seed,source_beta_name,cost_motion,cost_stability,cost_energy,ideal_cost_motion,ideal_cost_stability,ideal_cost_energy,regret_motion,regret_stability,regret_energy,utopia_l2_score,chebyshev_score,selected_utopia_l2,selected_chebyshev
low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,energy,0.20830627989404676,0.01002611247089111,0.5775501856754942,0.20083969493220918,0.009534826143187463,0.5742064052531155,0.16632199416057358,0.0020933765208876673,0.011790609363131097,0.09627461838574423,0.16632199416057358,0,0
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,balanced,0.20529884103633927,0.010278273185378417,0.5802735532778973,0.20024531317122662,0.009318837823557066,0.5723677061472966,0.112569914675518,0.0040881647757918535,0.027877056333511462,0.06699708712849438,0.112569914675518,0,0
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,motion,0.20024531317122662,0.009318837823557066,0.5819514871584712,0.20024531317122662,0.009318837823557066,0.5723677061472966,0.0,0.0,0.03379367178786471,0.019510785503629554,0.03379367178786471,1,1
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stability,0.20950777987520142,0.010149988625957437,0.5723677061472966,0.20024531317122662,0.009318837823557066,0.5723677061472966,0.2063261773521508,0.0035415428375434707,0.0,0.11914002124450226,0.2063261773521508,0,0
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,energy,0.20872931837893444,0.010064643397847418,0.5730427352006183,0.20024531317122662,0.009318837823557066,0.5723677061472966,0.18898554986339813,0.003177885868845804,0.0023802411854600223,0.10913493568952048,0.18898554986339813,0,0
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,balanced,0.20453458363307475,0.010479060268557949,0.5767122995801454,0.20094982996709695,0.00942427573209215,0.5699717617738637,0.0798522190997903,0.0044944486722309765,0.02376802245727218,0.04817155403886416,0.0798522190997903,0,0
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,motion,0.20094982996709695,0.00942427573209215,0.5907496814882871,0.20094982996709695,0.00942427573209215,0.5699717617738637,0.0,0.0,0.0732656765054536,0.04229995805278368,0.0732656765054536,1,1
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,stability,0.20969770187952075,0.010179661508048169,0.5699717617738637,0.20094982996709695,0.00942427573209215,0.5699717617738637,0.1948633155012702,0.003218707214976108,0.0,0.11251973427549396,0.1948633155012702,0,0
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,energy,0.20806741248731359,0.009893112186897451,0.5746090441972828,0.20094982996709695,0.00942427573209215,0.5699717617738637,0.15854778649348242,0.001997717362119756,0.016351667470483205,0.09203037271413364,0.15854778649348242,0,0
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,balanced,0.2051660042955439,0.010489815208202413,0.5783516337856364,0.2008279687493115,0.009906798874084879,0.5743670350505682,0.09663195777943157,0.0024842391011374943,0.014050218979568596,0.05639537617444447,0.09663195777943157,0,0
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,motion,0.2008279687493115,0.009906798874084879,0.5848622450851167,0.2008279687493115,0.009906798874084879,0.5743670350505682,0.0,0.0,0.037007490346314606,0.021366284513477215,0.037007490346314606,1,1
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,stability,0.20959891024378532,0.010130367793463766,0.5743670350505682,0.2008279687493115,0.009906798874084879,0.5743670350505682,0.19537720222600766,0.0009526296585853836,0.0,0.11280242115151122,0.19537720222600766,0,0
