context_index,context_id,group,terrain,seed,beta_name,beta_motion,beta_stability,beta_energy,feasible,strict_feasible,pareto_nondominated,good_candidate,cost_motion,cost_stability,cost_energy,motion_rank,stability_rank,energy_rank,episode_energy_abs_j,decision_time_s,roll_rms_rad,pitch_rms_rad,mean_applied_vx_mps
23,rough_test:rough_perlin:26,rough_test,rough_perlin,26,motion,0.7,0.15,0.15,True,True,True,True,0.21157141495884335,0.05418465809871795,0.6239649689758384,1,4,4,190.84519038365804,7.154000000000001,0.005627483419505183,0.06094060968376102,0.21534397819212509
23,rough_test:rough_perlin:26,rough_test,rough_perlin,26,stability,0.15,0.7,0.15,True,True,True,True,0.21933279402294006,0.05194723754667422,0.6036099744152804,3,1,1,189.89427674616383,7.352000000000001,0.00497028543544347,0.05966781448519788,0.20779526772287987
23,rough_test:rough_perlin:26,rough_test,rough_perlin,26,energy,0.15,0.15,0.7,True,True,False,False,0.22104247315195263,0.05245873500278326,0.6062195997243545,4,2,2,190.7152587240133,7.367999999999999,0.005032614239893942,0.059962196932686916,0.20663267165396568
24,rough_test:rough_perlin:27,rough_test,rough_perlin,27,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.21121783848671793,0.16666572371585406,0.6915372061523868,2,2,2,211.5127552467544,7.147999999999999,0.011939680997795212,0.10684829129101522,0.21076817133596967
24,rough_test:rough_perlin:27,rough_test,rough_perlin,27,motion,0.7,0.15,0.15,True,True,True,True,0.20602554283403615,0.16864558257002463,0.7098658543496399,1,3,4,210.9153415935106,6.950000000000001,0.01202398084525433,0.10745094683713712,0.21561157832689146
24,rough_test:rough_perlin:27,rough_test,rough_perlin,27,stability,0.15,0.7,0.15,True,True,True,True,0.21554128474912604,0.1651368892693363,0.6798051410289105,4,1,1,207.92439962839592,7.152,0.01142596567916009,0.10634805295765112,0.20809769880558762
24,rough_test:rough_perlin:27,rough_test,rough_perlin,27,energy,0.15,0.15,0.7,True,True,False,False,0.21349561333096456,0.17050618556605313,0.701761958563018,3,4,3,214.64008597436816,7.156000000000001,0.012077384950572015,0.1080672633408683,0.20686270257923753
25,rough_validation:rough_perlin:1,rough_validation,rough_perlin,1,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,0.2184242893396596,0.11853940719435722,0.654506914826657,2,4,3,205.90633436229834,7.342000000000004,0.010011123379831005,0.09010949087301612,0.2102275271899998
25,rough_validation:rough_perlin:1,rough_validation,rough_perlin,1,motion,0.7,0.15,0.15,True,True,True,True,0.21239155494948123,0.11251292996156532,0.6741842775366292,1,1,4,206.205208941993,7.164000000000001,0.010231168367265524,0.08779283345436861,0.21515511142356056
25,rough_validation:rough_perlin:1,rough_validation,rough_perlin,1,stability,0.15,0.7,0.15,True,True,True,True,0.22045425642270478,0.11752927507014241,0.6483114730114328,3,3,2,203.95726295444996,7.360000000000001,0.009759948598947014,0.08971705993152183,0.20766990026459098
