terrain,rank,style,quality_score,success_proxy,progress_ratio,distance_xy_proxy,mpc_vx_mean,fallen_p90,fresh1,episode_id
sponge_firm_slope_5deg,1,cautious,0.8,False,810300.3491267145,0.8103003491267144,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_cautious_world_tracer_sponge_firm_slope_5deg_r1_20260628_174334
sponge_firm_slope_5deg,2,cautious,0.8,False,767833.4467459418,0.7678334467459418,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_cautious_world_tracer_sponge_firm_slope_5deg_r1_20260628_174443
sponge_firm_slope_5deg,3,cautious,0.8,False,762865.7455530867,0.7628657455530867,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_cautious_world_tracer_sponge_firm_slope_5deg_r1_20260628_174551
sponge_firm_slope_5deg,4,cautious,0.8,False,342315.7981924768,0.34231579819247676,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_cautious_world_tracer_sponge_firm_slope_5deg_r1_20260628_174659
sponge_firm_slope_5deg,5,cautious,0.8,False,653113.3499292996,0.6531133499292995,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_cautious_world_tracer_sponge_firm_slope_5deg_r1_20260628_174807
sponge_firm_slope_5deg,6,fast,0.8,False,1007717.9271403457,1.0077179271403456,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_fast_world_tracer_sponge_firm_slope_5deg_r1_20260628_173753
sponge_firm_slope_5deg,7,fast,0.8,False,728282.0994367352,0.7282820994367352,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_fast_world_tracer_sponge_firm_slope_5deg_r1_20260628_173901
sponge_firm_slope_5deg,8,fast,0.8,False,885534.5359997519,0.8855345359997518,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_fast_world_tracer_sponge_firm_slope_5deg_r1_20260628_174009
sponge_firm_slope_5deg,9,fast,0.8,False,695519.880805453,0.695519880805453,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_fast_world_tracer_sponge_firm_slope_5deg_r1_20260628_174117
sponge_firm_slope_5deg,10,fast,0.8,False,754855.2520003227,0.7548552520003227,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_fast_world_tracer_sponge_firm_slope_5deg_r1_20260628_174226
sponge_firm_slope_5deg,11,high_clearance,0.8,False,468437.48995918914,0.4684374899591891,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_high_clearance_world_tracer_sponge_firm_slope_5deg_r1_20260628_174915
sponge_firm_slope_5deg,12,high_clearance,0.8,False,846715.8413233379,0.8467158413233379,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_high_clearance_world_tracer_sponge_firm_slope_5deg_r1_20260628_175023
sponge_firm_slope_5deg,13,high_clearance,0.8,False,929432.6285497602,0.9294326285497602,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_high_clearance_world_tracer_sponge_firm_slope_5deg_r1_20260628_175131
sponge_firm_slope_5deg,14,high_clearance,0.8,False,750826.612670962,0.750826612670962,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_high_clearance_world_tracer_sponge_firm_slope_5deg_r1_20260628_175240
sponge_firm_slope_5deg,15,high_clearance,0.8,False,695148.0734382253,0.6951480734382253,0.0,0.0,0.0,sponge_firm_slope_5deg_objective_selector_data_v1_hard3_sponge_firm_slope_5deg_high_clearance_world_tracer_sponge_firm_slope_5deg_r1_20260628_175348
