signature_id,context_id,terrain,mission,selected_beta_name,alternative_beta_names,choice_size,raw_decision_multiplicity,calibration_weight,exact_support_class,posterior_mean_motion,posterior_mean_stability,posterior_mean_energy,posterior_std_motion,posterior_std_stability,posterior_std_energy,posterior_map_motion,posterior_map_stability,posterior_map_energy,motion_q05,motion_q95,stability_q05,stability_q95,energy_q05,energy_q95,posterior_entropy_nats,posterior_entropy_normalized,posterior_information_gain_nats,posterior_effective_fraction,log_marginal_evidence,map_selected_choice_probability,posterior_expected_choice_probability
177,flat_train:flat:27113,flat,fast,balanced,energy|motion,3,1,0.16666666666666666,strict,0.2697140192342767,0.3260838464553625,0.4042021343103626,0.1888779230580033,0.23580795229589277,0.22332154134062027,0.46,0.0,0.54,0.02,0.62,0.02,0.77,0.06,0.8,8.439730037717524,0.9874556233335446,0.10721611184806079,0.8983315119275941,-0.8141252452603549,0.6925052066965631,0.5181619320784459
178,flat_train:flat:27113,flat,fast,energy,stability,2,1,0.16666666666666666,strict,0.44602537449280305,0.38243970671698635,0.17153491879021027,0.25633655287857054,0.2542013642396591,0.1504641162023469,1.0,0.0,0.0,0.05,0.86,0.03,0.83,0.01,0.47,8.254559613355692,0.9657905255171458,0.29238653620989297,0.7464799386740409,-1.2956013500149357,0.7361307320220559,0.42022080270557055
179,flat_train:flat:27113,flat,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.47194836597379497,0.33804306538753254,0.1900085686386725,0.24447922553791593,0.2419107229951484,0.15446400518547063,1.0,0.0,0.0,0.07,0.86,0.02,0.79,0.01,0.49,8.276939432173792,0.9684089834349178,0.2700067173917926,0.7633743664349262,-1.0477740472578807,0.8733363291348157,0.5202480484830443
180,flat_train:flat:27113,flat,fast,balanced,energy|motion|stability,4,1,0.16666666666666666,strict,0.35015351505542014,0.386913387788476,0.2629330971561022,0.20398464963201224,0.2500964392456638,0.16375712485681757,0.63,0.0,0.37,0.04,0.69,0.03,0.83,0.03,0.56,8.352710504941268,0.977274263669698,0.19423564462431742,0.8234638365775613,-1.6803953552958824,0.36556565166759764,0.2483970209939249
181,flat_train:flat:27113,flat,stable,balanced,motion,2,1,0.16666666666666666,strict,0.24105500372527827,0.32641842986959124,0.43252656640513143,0.1806845611333473,0.2348807173821766,0.22682752255780567,0.0,0.0,1.0,0.01,0.58,0.02,0.77,0.08,0.83,8.392369779310897,0.9819144326465021,0.15457637025468784,0.8567780572850441,-0.4230067010652867,0.9997606238437343,0.8172433011491672
182,flat_train:flat:27113,flat,stable,balanced,energy,2,1,0.16666666666666666,strict,0.36979565298382777,0.3190895902974655,0.3111147567187052,0.24457205185663475,0.2341330021507402,0.23089334247282076,1.0,0.0,0.0,0.03,0.81,0.02,0.77,0.02,0.75,8.535028992515503,0.998605682445924,0.011917157050081784,0.9881535710279937,-0.3904902372503791,0.9035348585757182,0.6928989493419724
183,flat_train:flat:27113,flat,stable,balanced,energy|motion,3,1,0.16666666666666666,strict,0.2697140192342767,0.3260838464553625,0.4042021343103626,0.1888779230580033,0.23580795229589277,0.22332154134062027,0.46,0.0,0.54,0.02,0.62,0.02,0.77,0.06,0.8,8.439730037717524,0.9874556233335446,0.10721611184806079,0.8983315119275941,-0.8141252452603549,0.6925052066965631,0.5181619320784459
184,flat_train:flat:27113,flat,stable,energy,stability,2,1,0.16666666666666666,strict,0.44602537449280305,0.38243970671698635,0.17153491879021027,0.25633655287857054,0.2542013642396591,0.1504641162023469,1.0,0.0,0.0,0.05,0.86,0.03,0.83,0.01,0.47,8.254559613355692,0.9657905255171458,0.29238653620989297,0.7464799386740409,-1.2956013500149357,0.7361307320220559,0.42022080270557055
185,flat_train:flat:27113,flat,stable,balanced,energy|stability,3,1,0.16666666666666666,strict,0.47194836597379497,0.33804306538753254,0.1900085686386725,0.24447922553791593,0.2419107229951484,0.15446400518547063,1.0,0.0,0.0,0.07,0.86,0.02,0.79,0.01,0.49,8.276939432173792,0.9684089834349178,0.2700067173917926,0.7633743664349262,-1.0477740472578807,0.8733363291348157,0.5202480484830443
186,flat_train:flat:27113,flat,stable,balanced,energy|motion|stability,4,1,0.16666666666666666,strict,0.35015351505542014,0.386913387788476,0.2629330971561022,0.20398464963201224,0.2500964392456638,0.16375712485681757,0.63,0.0,0.37,0.04,0.69,0.03,0.83,0.03,0.56,8.352710504941268,0.977274263669698,0.19423564462431742,0.8234638365775613,-1.6803953552958824,0.36556565166759764,0.2483970209939249
187,flat_train:flat:27113,flat,efficient,balanced,motion,2,5,0.3333333333333333,strict,0.24105500372527827,0.32641842986959124,0.43252656640513143,0.1806845611333473,0.2348807173821766,0.22682752255780567,0.0,0.0,1.0,0.01,0.58,0.02,0.77,0.08,0.83,8.392369779310897,0.9819144326465021,0.15457637025468784,0.8567780572850441,-0.4230067010652867,0.9997606238437343,0.8172433011491672
188,flat_train:flat:27113,flat,efficient,energy,balanced|motion,3,3,0.3333333333333333,strict,0.202806906689704,0.3515247131521086,0.4456683801581874,0.16290358105931815,0.24367269844074754,0.2365072814011815,0.0,0.0,1.0,0.01,0.52,0.02,0.8,0.07,0.85,8.323192028063119,0.9738205766613097,0.22375412150246632,0.7995116929374321,-1.3771293177193886,0.5178521272857062,0.34476475918688826
189,flat_train:flat:27113,flat,efficient,stability,balanced|energy|motion,4,1,0.3333333333333333,strict,0.20861949134327618,0.2983667877607862,0.49301372089593726,0.1590689204846167,0.22260893242911692,0.2177628087254775,0.0,0.0,1.0,0.01,0.51,0.02,0.73,0.13,0.85,8.232917722195637,0.963258405765677,0.31402842736994785,0.7304982617199263,-0.7669791587985832,0.9889626654653005,0.7063343911926687
190,flat_train:flat:27114,flat,fast,motion,balanced,2,1,0.16666666666666666,strict,0.46858933285957105,0.3457759619566713,0.18563470518375763,0.2415469142236121,0.2445437972325916,0.15068556061780577,1.0,0.0,0.0,0.07,0.86,0.02,0.8,0.01,0.48,8.26245896219218,0.9667147560783609,0.2844871873734043,0.7523999956224294,-0.8416759177471516,0.9739298484487845,0.6444269462644733
191,flat_train:flat:27114,flat,fast,balanced,stability,2,1,0.16666666666666666,strict,0.526618288840833,0.35470692337450993,0.11867478778465732,0.24239348920518433,0.2512127397778495,0.09806795071994147,1.0,0.0,0.0,0.09,0.89,0.02,0.82,0.0,0.31,7.88989393160646,0.9231243292678847,0.6570522179591247,0.5183771473503186,-1.2552860968771302,0.980589327647098,0.6413538114076769
192,flat_train:flat:27114,flat,fast,motion,balanced|stability,3,1,0.16666666666666666,strict,0.5540704024398806,0.3299035855238303,0.1160260120362889,0.22741801487965443,0.2416562184484377,0.09081443384494375,1.0,0.0,0.0,0.13,0.89,0.02,0.79,0.0,0.29,7.786193411820669,0.91099127987561,0.7607527377449159,0.4673145292982296,-1.2884253917536688,0.9734275051814846,0.672688753524852
193,flat_train:flat:27114,flat,fast,stability,energy,2,1,0.16666666666666666,strict,0.27569598641131166,0.3217695483193639,0.4025344652693274,0.20586129293753958,0.23294717370986515,0.2330484339621756,0.0,0.0,1.0,0.02,0.67,0.02,0.76,0.05,0.82,8.48125723663463,0.9923143410779189,0.06568891293095547,0.9364221278002399,-0.3082451034319931,0.9992429203358935,0.8186308741774757
194,flat_train:flat:27114,flat,fast,balanced,energy|stability,3,1,0.16666666666666666,strict,0.5322645785295043,0.34702409152613656,0.12071132994435879,0.24399906328851478,0.2493973924234521,0.10132199233456571,1.0,0.0,0.0,0.09,0.89,0.02,0.81,0.0,0.32,7.905259481831827,0.9249221117689652,0.641686667733758,0.5264038065370625,-1.524345413857981,0.8548565522413091,0.4898949630582417
195,flat_train:flat:27114,flat,fast,motion,balanced|energy|stability,4,1,0.16666666666666666,strict,0.5672194719914584,0.3193414583497183,0.11343906965882339,0.22474878779834262,0.23711982806433923,0.09008667645556193,1.0,0.0,0.0,0.15,0.89,0.02,0.78,0.0,0.29,7.755360743616059,0.9073838313594897,0.791585405949526,0.45312583711462445,-1.3849265185264077,0.9696378721401455,0.6409997389383869
196,flat_train:flat:27114,flat,stable,motion,balanced,2,1,0.16666666666666666,strict,0.46858933285957105,0.3457759619566713,0.18563470518375763,0.2415469142236121,0.2445437972325916,0.15068556061780577,1.0,0.0,0.0,0.07,0.86,0.02,0.8,0.01,0.48,8.26245896219218,0.9667147560783609,0.2844871873734043,0.7523999956224294,-0.8416759177471516,0.9739298484487845,0.6444269462644733
197,flat_train:flat:27114,flat,stable,balanced,stability,2,1,0.16666666666666666,strict,0.526618288840833,0.35470692337450993,0.11867478778465732,0.24239348920518433,0.2512127397778495,0.09806795071994147,1.0,0.0,0.0,0.09,0.89,0.02,0.82,0.0,0.31,7.88989393160646,0.9231243292678847,0.6570522179591247,0.5183771473503186,-1.2552860968771302,0.980589327647098,0.6413538114076769
