context_id,context_index,preference_name,preference_index,w_motion,w_stability,w_energy,selected_beta_name,selected_beta_motion,selected_beta_stability,selected_beta_energy,selected_lambda_motion,selected_lambda_stability,selected_lambda_energy,selected_J_motion_s_per_m,selected_J_stability,selected_J_energy_j_per_m,selected_regret_motion,selected_regret_stability,selected_regret_energy,scalarization_score,pareto_count,pareto_ideal_motion,pareto_ideal_stability,pareto_ideal_energy,pareto_nadir_motion,pareto_nadir_stability,pareto_nadir_energy,pareto_span_motion,pareto_span_stability,pareto_span_energy,source_stage
low_friction,1,balanced,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.544679391626769,0.2505255781359973,110.59918496615518,0.19743323458139905,0.49953124096951407,0.6755708048303816,0.22976538587806483,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,motion,22,0.7,0.15,0.15,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.1108266857107301,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,stability,23,0.15,0.7,0.15,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.1515,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,energy,24,0.15,0.15,0.7,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.1515,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
rough_seed_13,2,wm100_ws000_we000,0,1.0,0.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.425768838781536,0.48859726757708033,148.2619747782019,0.0,0.8099072147082177,1.0,0.0,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm080_ws020_we000,1,0.8,0.2,0.0,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.433116592732395,0.4857931035504681,147.4083075334975,0.07933641749090085,0.527836600435501,0.7091206495906697,0.1072576846278984,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm080_ws000_we020,2,0.8,0.0,0.2,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.433116592732395,0.4857931035504681,147.4083075334975,0.07933641749090085,0.527836600435501,0.7091206495906697,0.1438770625572425,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm060_ws040_we000,3,0.6,0.4,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.445525657692599,0.480545692682495,147.58274612036152,0.21332168223148967,0.0,0.7685590117254372,0.12927293943228274,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm060_ws020_we020,4,0.6,0.2,0.2,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.433116592732395,0.4857931035504681,147.4083075334975,0.07933641749090085,0.527836600435501,0.7091206495906697,0.1447740629231317,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm060_ws000_we040,5,0.6,0.0,0.4,lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,4.46049675924879,0.4904870473813614,147.21290249585252,0.37497020384834256,1.0,0.642538160020554,0.2618352378713939,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm040_ws060_we000,6,0.4,0.6,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.445525657692599,0.480545692682495,147.58274612036152,0.21332168223148967,0.0,0.7685590117254372,0.08618195962152184,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm040_ws040_we020,7,0.4,0.4,0.2,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.445525657692599,0.480545692682495,147.58274612036152,0.21332168223148967,0.0,0.7685590117254372,0.15610220709746428,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm040_ws020_we040,8,0.4,0.2,0.4,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.47408814587878,0.48926011833435273,146.88120631560952,0.5217214330224189,0.8765833144301184,0.5295157030376247,0.21776439638815032,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm040_ws000_we060,9,0.4,0.0,0.6,lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,4.476859539407105,0.48836031307554406,146.28683867532902,0.5516451941425174,0.7860719821152907,0.32699033477310696,0.2248266004422157,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm020_ws080_we000,10,0.2,0.8,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.445525657692599,0.480545692682495,147.58274612036152,0.21332168223148967,0.0,0.7685590117254372,0.04309097981076092,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
rough_seed_13,2,wm020_ws060_we020,11,0.2,0.6,0.2,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.445525657692599,0.480545692682495,147.58274612036152,0.21332168223148967,0.0,0.7685590117254372,0.1556755637330013,9,4.425768838781536,0.480545692682495,145.32719359313973,4.518383985560771,0.4904870473813614,148.2619747782019,0.09261514677923444,0.009941354698866423,2.934781185062178,T5.5d_frozen_regression
