context_id,context_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,J_motion_s_per_m,J_stability,J_energy_j_per_m,regret_motion,regret_stability,regret_energy
rough_seed_15,4,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.486707073780261,0.4402481608298935,152.58585650112428,0.6620833049661045,0.24677282962705924,0.552272905145805
rough_seed_15,4,lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,4.455873479065406,0.44396975897545204,151.79949212992656,0.04777814470160618,1.0,0.25848052015557194
rough_seed_15,4,lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,4.486830762380952,0.44011411366541975,152.57222796890807,0.6645475828543229,0.2196425585864936,0.5471811701558027
rough_seed_15,4,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.462069108008689,0.44191884889571287,151.10764345690615,0.17121515767851958,0.5849091880339408,0.0
rough_seed_15,4,lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,4.495297183249339,0.4394966012152416,153.784242345689,0.8332261322261827,0.09466206974117049,1.0
rough_seed_15,4,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,4.503668003129401,0.4390288881572686,152.21766341880416,1.0,0.0,0.4147128531472965
rough_seed_0,5,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.507595496334157,0.3649186844224,129.7115052776725,0.10514555554367805,0.6498733981956885,0.0
rough_seed_0,5,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.499353072637152,0.3664498598362224,131.9404342506173,0.0,1.0,0.4846161947647591
rough_seed_0,5,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.506357293897271,0.3649332374359781,130.1933285461412,0.08935026426919668,0.6532011666173325,0.10475854625637902
rough_seed_0,5,lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,4.551959973396864,0.3625877909399292,134.1809713923441,0.6710868076122553,0.11687906794583955,0.9717562503844873
rough_seed_0,5,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.55346843100071,0.3625565826972535,134.1604802193583,0.6903296442584912,0.10974282747483065,0.9673010369617263
rough_seed_0,5,lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,4.556006362064164,0.36221011053066954,134.31087483449625,0.7227050936903601,0.03051668446683763,1.0
rough_seed_0,5,lm000_ls060_le040,0.15,0.48,0.37,0.0,0.6,0.4,4.556074348667634,0.3623027647386958,132.90448796450124,0.7235723736864053,0.0517034816856679,0.6942218161381594
rough_seed_0,5,lm000_ls040_le060,0.15,0.37,0.48,0.0,0.4,0.6,4.5777436774933085,0.3620766548128629,131.8965214601913,1.0,0.0,0.47506862745505213
rough_seed_5,6,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.5679937801785035,0.3045925985202785,130.70648187729572,0.07914196954144474,0.7036762899419433,0.2462176392162441
rough_seed_5,6,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.566967614387002,0.3049558511812616,130.4266609579603,0.07059912937608497,0.7384717899429772,0.11464702222216455
