context_id,group,terrain,seed,beta_name,pareto_nondominated,support_class,max_margin,beta_hat_motion,beta_hat_stability,beta_hat_energy,beta_gen_motion,beta_gen_stability,beta_gen_energy,original_beta_selected_cost,original_beta_best_cost,original_beta_regret,original_beta_consistent
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,stability,False,unsupported,-0.00035507328113769463,0.0,0.9540450945571737,0.045954905442826335,0.15,0.7,0.15,0.1249620027307092,0.12405231761974315,0.0009096851109660492,False
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,energy,True,strict,0.004924354953727339,-0.0,0.0,1.0,0.15,0.15,0.7,0.43299530415726684,0.43299530415726684,0.0,True
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,balanced,True,strict,0.0012449745282805274,0.5890084747389823,0.0,0.41099152526101757,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2647413536534099,0.2647413536534099,0.0,True
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,motion,True,strict,0.0041583431170036655,1.0,-0.0,0.0,0.7,0.15,0.15,0.22992156235879035,0.22992156235879035,0.0,True
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,stability,True,strict,0.0034014744392107943,0.0,0.0,1.0,0.15,0.7,0.15,0.12477060072177981,0.12477060072177981,0.0,True
low_friction_train:low_friction:27208,low_friction_train,low_friction,27208,energy,True,unsupported,-2.3100940272209776e-05,0.0,0.9445422485078231,0.055457751492176945,0.15,0.15,0.7,0.4373776611632774,0.4352913960523862,0.0020862651108912167,False
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,balanced,True,strict,0.00050709380286428,0.6396928574149335,0.0,0.36030714258506646,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26539343652204006,0.26434359479529773,0.0010498417267423288,False
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,motion,True,strict,0.003646682408628338,1.0,-0.0,0.0,0.7,0.15,0.15,0.2303295435351438,0.2303295435351438,0.0,True
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,stability,True,strict,0.003376603249573784,0.0,0.0,1.0,0.15,0.7,0.15,0.12445523716312139,0.12445523716312139,0.0,True
low_friction_train:low_friction:27209,low_friction_train,low_friction,27209,energy,True,unsupported,-4.958724669679938e-05,0.0,0.9660304356120568,0.03396956438794311,0.15,0.15,0.7,0.4363720464116645,0.43428973570023177,0.002082310711432722,False
low_friction_train:low_friction:27210,low_friction_train,low_friction,27210,balanced,True,strict,0.0013268696189911498,0.6318358670361538,0.0,0.36816413296384626,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26472379084002035,0.26472379084002035,0.0,True
low_friction_train:low_friction:27210,low_friction_train,low_friction,27210,motion,True,strict,0.004588018954966383,1.0,-0.0,0.0,0.7,0.15,0.15,0.23019897946159434,0.23019897946159434,0.0,True
low_friction_train:low_friction:27210,low_friction_train,low_friction,27210,stability,True,strict,0.004643223066803537,0.0,-0.0,1.0,0.15,0.7,0.15,0.1246936561770327,0.1246936561770327,0.0,True
low_friction_train:low_friction:27210,low_friction_train,low_friction,27210,energy,True,unsupported,-0.00023299780966998642,0.0,0.9652802783634414,0.034719721636558655,0.15,0.15,0.7,0.4385359887824101,0.43511106706588343,0.0034249217165266965,False
low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,balanced,True,strict,0.00020308711273933866,0.02135463225528368,0.9786453677447167,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26496910079986996,0.262446940931631,0.002522159868238949,False
low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,motion,True,strict,0.0033973842105368135,1.0,0.0,0.0,0.7,0.15,0.15,0.22978065110791762,0.22978065110791762,0.0,True
low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,stability,True,strict,0.01012611416066167,0.0,0.0,1.0,0.15,0.7,0.15,0.1235930879608724,0.1235930879608724,0.0,True
low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,energy,True,unsupported,-6.607223476499024e-05,0.0,0.9821466733281948,0.017853326671805135,0.15,0.15,0.7,0.43717626098540047,0.4302983153076552,0.006877945677745245,False
